build_id;title_id;version;name;source
19B3877DD7FF4AD4;010016A0252C4000;1.0.1;Night Swarm;db
023D9CE57D7FF64B;01005F4009112000;1.3.0;Nightmare Boy: The New Horizons of Reigns of Dreams, a Metroidvania journey with little rusty nightmares, the empire of knight final boss;db
BE7051CB9022834A;01005F4009112000;1.2.0;Nightmare Boy: The New Horizons of Reigns of Dreams, a Metroidvania journey with little rusty nightmares, the empire of knight final boss;db
D1FCDF23E22F3F39;01005CA019E58000;1.01;Nightmare Reaper;db
81DA4F9E1E961CA6;0100628004BCE000;1.1.0;Nights of Azure 2: Bride of the New Moon;db
EBDE239CB7780F58;01009FA01FF6C000;1.0.0;Nikoderiko: The Magical World;db
F7893E37FC10C803;0100D03003F0E000;1.4.0;Nine Parchments;db
71A1800E1093191B;0100D810170D0000;1.1;Nine Sols;db
F20FDC280AF01CBE;01002AF014F4C000;1.0.1;Ninja Gaiden 3: Razor's Edge;db
C7BD9BFC5F202073;0100781020710000;1.0.3;NINJA GAIDEN: Ragebound;db
5F8D2CB5B7509C11;0100ECA01904C000;1.1.1;NINJA KAMUI: SHINOBI ORIGINS;db
E963A7FB5CB18C40;010029D01AC4C000;0.4.37;Ninja or Die: Shadow of the Sun;db
30EB5848188B9611;010037A0170D2000;1.0.0;NINTENDO 64 Nintendo Switch Online 18+ 1.0.0;extracted
FA130D66B023C501;0100C9A00ECE6000;1.0.0;Nintendo 64 – Nintendo Switch Online;extracted
7869289F9A82A7AC;0100D870045B6000;1.0.0;Nintendo Entertainment System - Nintendo Switch Online;extracted
2F6883E890A578CE;0100D2F00D5C0000;1.0.0;Nintendo Switch Sports;extracted
B9BEAB0B3ADC694D;0100AD10185F8000;1.1.0;Nintendo World Championships: NES Edition;db
C9ABDB1674CBED09;0100853015E86000;4.7.2;No Man's Sky;extracted
FF82E119649917BF;0100410016E82000;1.0.2;No Place for Bravery;db
60185E241E995EC1;01009C2019510000;1.0.2;Nocturnal;db
F3BAE4020122FD08;01009C2019510000;1.0.0;Nocturnal;db
3D519BA1C186269B;010091901BE24000;1.2.6;Noobs Want To Live;db
50D257B4A78AB9E2;0100F2501DEB0000;2.0.7.1;Nordic Ashes: The Complete Saga;db
1E08FA9F2D645EF7;01004AA01A6BA000;1.0.18;Nova Lands;db
920C5E25051824EC;0100CFE00CE6E000;1.1.0;Nuclear Throne;db
D4004DF272789F6C;0100B20016186000;1.0.1;Oaken;db
4D4FCFD3BE47484A;010074600CC7A000;1.10.0;OBAKEIDORO!;db
710B99C18AA32240;010074600CC7A000;1.9.0;OBAKEIDORO!;db
3AD80BD8CFCB3423;01007D7001D0E000;1.1.0;Oceanhorn - Monster of Uncharted Seas;db
9F2F187D1C6E44EC;01006CB010840000;1.2;Oceanhorn 2: Knights of the Lost Realm;db
51AE5DF244C2F1EE;0100E6E00AF44000;1.0.0;Octogeddon;db
B88A8D8E5516DDE9;010057D006492000;1.4.0;Octopath Traveler;db
65619A04B8A04B10;0100A3501946E000;1.0.2;OCTOPATH TRAVELER II;extracted
BB891294DA55675E;0100A3501946E000;1.0.2;OCTOPATH TRAVELER II;db
FDFA9A52DFA8D915;0100D16019902000;1.0.0;OCTOPATH TRAVELER II Prologue Demo;db
07A71ACE45B7D6AE;010057D006492000;1.3.0;Octopath Traveler™;db
72FD3930FAC64F21;010057D006492000;1.1.0;Octopath Traveler™;db
D2D9A400F18D3749;010057D006492000;1.3.0;Octopath Traveler™;db
159108E2E30C21FF;01002EA00ABBA000;1.1.0;Oddworld: Stranger's Wrath;db
542B1D1D14978B82;01002EA00ABBA000;1.2.0;Oddworld: Stranger's Wrath;db
ED461DD4749922FF;01002310064B4000;1.2.0;OF MICE AND SAND -REVISED-;db
2E896B0659095DC4;010093402290E000;1.2.2;Ogu and the Secret Forest;db
8061F16D8D8FCB47;010061F01734C000;1.1.8;Old Coin Pusher Friends;db
DF88243BD9DE62AB;0100B9C0254D4000;1.0.987;Old School Rally;db
4CD08D3EDAEF044C;010079200E85C000;1.1.0;Omega Labyrinth Life;db
E50048278D47174F;010079200E85C000;1.4.0;Omega Labyrinth Life;db
199AEE8CFFFD5E73;0100F8C00C21C000;1.0.0;Omega Strike;db
